"HostOrder","Domestic","Year","Discovered","Virus","VRichness","VirusCumulative","yearx","mean","sd","q0.025","median","q0.975","smin","smax","cv","var","model"
"Cetartiodactyla","Wild",2004,7,"bovine herpesvirus 4, deerpox virus w-848-83, goat adenovirus, phacochoerus africanus cytomegalovirus 1, phacochoerus africanus lymphotropic herpesvirus 1, porcine lymphotropic herpesvirus 1, yellow fever",272,72,75,2.30925349974877,0.284858627238707,1.79941715734276,2.28845769283365,2.90087428662391,1.56173663714646,3.43776143554447,0.123355286576245,0.0811444375123204,"1930"
"Cetartiodactyla","Wild",2005,2,"border disease, west nile",272,74,76,2.38985633398713,0.301152443875927,1.85237585925078,2.36896442203982,3.01924393100291,1.59663137990275,3.58531670597447,0.126012781435065,0.0906927944524431,"1930"
"Cetartiodactyla","Wild",2006,1,"equine arteritis",272,75,77,2.47333128648767,0.318576927936333,1.90609014489564,2.44946808863306,3.13962149783642,1.63230579513586,3.73920532973334,0.1288047944393,0.101491259013352,"1930"
"Cetartiodactyla","Wild",2007,4,"eastern equine encephalitis, orthohepevirus a, phocoena spinipinnis papillomavirus, zaire ebolavirus",272,79,78,2.55978270798405,0.337182511450403,1.95973597404409,2.53164902533723,3.28012652250358,1.66877730349781,3.91595473647911,0.131723099151627,0.113692046028001,"1930"
"Cetartiodactyla","Wild",2008,4,"beluga whale coronavirus sw1, bovine viral diarrhea virus 2, louping ill, rupicapra gammaherpesvirus 1",272,83,79,2.64931881066338,0.357021763478165,2.01557177298518,2.62106789732271,3.40595142065907,1.70606371487988,4.11483707877499,0.134759834128369,0.127464539597059,"1930"
"Cetartiodactyla","Wild",2009,0,"NA",272,83,80,2.742051813555,0.378149604158516,2.07327800638994,2.71518165537083,3.56048857534721,1.74418323710953,4.32382019820924,0.137907534164445,0.142997123125242,"1930"
"Cetartiodactyla","Wild",2010,1,"human coronavirus 229e",272,84,81,2.83809809348375,0.400623510085522,2.13131240509026,2.81415621698405,3.70775274871933,1.78315448484178,4.54341709004136,0.141159148447106,0.160499196833244,"1930"
"Cetartiodactyla","Wild",2011,1,"upsilonpapillomavirus 1",272,85,82,2.93757834180419,0.424503711913944,2.19157959245538,2.91384572414527,3.85885603068943,1.82299648864914,4.77416680338126,0.144508047963488,0.180203401428716,"1930"
"Cetartiodactyla","Wild",2012,4,"bovine papillomavirus 1, o'nyong-nyong, sathuperi orthobunyavirus, ungulate copiparvovirus 2",272,89,83,3.0406177271406,0.449853385500737,2.25284923238664,3.01335263409462,4.01687518987791,1.86372870431468,5.01663576440439,0.147948024339048,0.202368068446475,"1930"
"Cetartiodactyla","Wild",2013,3,"dyopipapillomavirus 1, enterovirus f, upsilonpapillomavirus 3",272,92,84,3.14734606436633,0.476738838118975,2.31676123836933,3.11217581293392,4.18058501135455,1.90537102233278,5.27141916677004,0.151473282050717,0.22727991977103,"1930"
"Cetartiodactyla","Wild",2014,0,"NA",272,92,85,3.25789799006567,0.505229691378688,2.37841320956726,3.21556326864415,4.35098411542266,1.94794377762209,5.53914243265571,0.15507842569635,0.255257041050604,"1930"
"Cetartiodactyla","Wild",2015,2,"bovine papillomavirus 12, ungulate tetraparvovirus 1",272,94,86,3.3724131447306,0.535399062493986,2.44130945116782,3.323705212437,4.53682567300886,1.99146775945556,5.82046274799407,0.158758443736512,0.286652156119439,"1930"
"Cetartiodactyla","Wild",1995,2,"betacoronavirus 1, tick-borne encephalitis",272,53,1,1.96748799623871,0.612651306493974,1.04463360835224,1.88410245580067,3.43481731261236,0.7073520221511,5.73466501268456,0.311387570173334,0.375341623348773,"1995"
"Cetartiodactyla","Wild",1996,1,"deer adenovirus",272,54,2,1.97401377576512,0.568794872008362,1.09983578242944,1.89933204063894,3.28816014493581,0.750146362420271,5.31927996410326,0.288141288065682,0.323527606423009,"1995"
"Cetartiodactyla","Wild",1997,2,"cardiovirus a, equid herpesvirus 9",272,56,3,1.98183998098013,0.526792473748351,1.15866287430618,1.91877891717307,3.15926207666931,0.795529732623229,4.98679001623734,0.265809792316242,0.277510310397907,"1995"
"Cetartiodactyla","Wild",1998,1,"rift valley",272,57,4,1.9909810179197,0.486877726490997,1.21616993239548,1.93159463178227,3.05487173276187,0.84365876739801,4.76243940375127,0.244541621496582,0.237049920553042,"1995"
"Cetartiodactyla","Wild",1999,2,"bovine adenovirus b, sindbis",272,59,5,2.00145382569873,0.449408174989233,1.26895408088938,1.95173553542448,2.96669816211678,0.894699577677036,4.5481820972113,0.22454086585402,0.201967707747153,"1995"
"Cetartiodactyla","Wild",2000,1,"bovine immunodeficiency",272,60,6,2.01327792770914,0.414903297301709,1.31958467113679,1.97567990316524,2.89084070005181,0.948828323996809,4.34356400904535,0.20608346795607,0.172144746111831,"1995"
"Cetartiodactyla","Wild",2001,2,"bovine papular stomatitis, ovine adenovirus a",272,62,7,2.02647549063657,0.384085216844761,1.38348384086023,1.99610132600608,2.83843826681382,1.00623182449246,4.14815148061948,0.189533610753965,0.147521453798687,"1995"
"Cetartiodactyla","Wild",2002,1,"borna disease",272,63,8,2.04107139153259,0.357907751359769,1.43080274536472,2.0128209929699,2.80698144461404,1.06710819967556,3.9615303631608,0.175352882238492,0.128097958483406,"1995"
"Cetartiodactyla","Wild",2003,2,"canine distemper, caprine herpesvirus 2",272,65,9,2.05709329321098,0.337543038888784,1.47532503639855,2.03411109042392,2.7883411471286,1.13166755622065,3.78330514002861,0.164087375134019,0.113935303102275,"1995"
"Cetartiodactyla","Wild",2004,7,"bovine herpesvirus 4, deerpox virus w-848-83, goat adenovirus, phacochoerus africanus cytomegalovirus 1, phacochoerus africanus lymphotropic herpesvirus 1, porcine lymphotropic herpesvirus 1, yellow fever",272,72,10,2.07457172827003,0.324280004739145,1.51258563900192,2.05015212228744,2.78233983990894,1.20013271212027,3.61309808847371,0.15631178248513,0.10515752147362,"1995"
"Cetartiodactyla","Wild",2005,2,"border disease, west nile",272,74,11,2.09354019207729,0.319303348418962,1.53637782805147,2.07106013107314,2.79390140562162,1.27273996571156,3.49364198740369,0.152518375155787,0.101954628311561,"1995"
"Cetartiodactyla","Wild",2006,1,"equine arteritis",272,75,12,2.11403524508952,0.323398490971267,1.5508017889284,2.08638280560914,2.81103117676128,1.30400685509834,3.43868072221558,0.152976868158871,0.104586583962493,"1995"
"Cetartiodactyla","Wild",2007,4,"eastern equine encephalitis, orthohepevirus a, phocoena spinipinnis papillomavirus, zaire ebolavirus",272,79,13,2.13609662491868,0.336731809156524,1.54912808513245,2.1126302648048,2.85347713019966,1.31839623546419,3.44711931700241,0.157638847057934,0.113388311297826,"1995"
"Cetartiodactyla","Wild",2008,4,"beluga whale coronavirus sw1, bovine viral diarrhea virus 2, louping ill, rupicapra gammaherpesvirus 1",272,83,14,2.15976736859444,0.358853536866045,1.53607551061738,2.13878856620959,2.92768397916904,1.2870048748892,3.55941273243878,0.166153791414852,0.12877586092127,"1995"
"Cetartiodactyla","Wild",2009,0,"NA",272,83,15,2.18509394551634,0.388913668534872,1.51371959700335,2.15847795503875,3.02257513599663,1.20650055523689,3.7294864138601,0.177984873068225,0.151253841573253,"1995"
"Cetartiodactyla","Wild",2010,1,"human coronavirus 229e",272,84,16,2.2121264016327,0.425939262996633,1.48007251761852,2.17284110982017,3.14387509544108,1.13103191618621,3.95413839077587,0.192547434306765,0.181424255762115,"1995"
"Cetartiodactyla","Wild",2011,1,"upsilonpapillomavirus 1",272,85,17,2.24091851543087,0.469038278500731,1.4472035042084,2.19452891290919,3.270478055155,1.06028396744556,4.19232266279389,0.209306262262976,0.219996906698929,"1995"
"Cetartiodactyla","Wild",2012,4,"bovine papillomavirus 1, o'nyong-nyong, sathuperi orthobunyavirus, ungulate copiparvovirus 2",272,89,18,2.27152796637294,0.517495480272946,1.41927094609734,2.21707999077345,3.41529673292534,0.993961421895917,4.44485437079672,0.227818229814382,0.267801572102927,"1995"
"Cetartiodactyla","Wild",2013,3,"dyopipapillomavirus 1, enterovirus f, upsilonpapillomavirus 3",272,92,19,2.30401651646431,0.570790832089808,1.38100369297059,2.23469195066419,3.58097543845381,0.931787463124189,4.71259775706869,0.247737300497189,0.325802173997775,"1995"
"Cetartiodactyla","Wild",2014,0,"NA",272,92,20,2.33845020569845,0.628580314635423,1.34961045598694,2.25276887842277,3.75415069471029,0.873502590049545,5.00260514136012,0.268802095124227,0.395113211947167,"1995"
"Cetartiodactyla","Wild",2015,2,"bovine papillomavirus 12, ungulate tetraparvovirus 1",272,94,21,2.37489956218117,0.690665455268579,1.30995184753337,2.26985187276045,3.93423200671296,0.818863533820233,5.45200187363342,0.290818806094795,0.477018771101354,"1995"
"Rodentia","Wild",1930,0,"NA",235,0,1,0.62984786964092,0.126555810916329,0.421012505302812,0.618466031419211,0.921505532161136,0.334164320679979,1.20456535430542,0.200930759658644,0.0160163732766895,"1930"
"Rodentia","Wild",1931,0,"NA",235,0,2,0.645751888482926,0.127766961168693,0.434250634371463,0.634219475132453,0.940301041525106,0.345241957467205,1.22426049844155,0.197857665532899,0.0163243963662822,"1930"
"Rodentia","Wild",1932,0,"NA",235,0,3,0.662064411875674,0.128966182725934,0.447936659050012,0.650016096343529,0.958890094094456,0.356686820882755,1.24427766636921,0.194794011598605,0.016632276286899,"1930"
"Rodentia","Wild",1933,0,"NA",235,0,4,0.678796106013282,0.130152444340175,0.462438300752014,0.666923600655269,0.977756544674447,0.368511084587777,1.26462212331123,0.191740116343019,0.0169396587677224,"1930"
"Rodentia","Wild",1934,0,"NA",235,0,5,0.695957920001644,0.131324698593524,0.476926078856173,0.68405437664219,0.997109575076966,0.380727325803545,1.285299220579,0.188696320308007,0.01724617646068,"1930"
"Rodentia","Wild",1935,0,"NA",235,0,6,0.713561093476264,0.132481884530254,0.492245842960141,0.70119847352705,1.01625887103444,0.393348538689593,1.30631439698008,0.185662987712573,0.0175514497286875,"1930"
"Rodentia","Wild",1936,0,"NA",235,0,7,0.731617164428183,0.133622930727488,0.507813486815059,0.719403447716094,1.03687809269325,0.406388148165323,1.32767318024881,0.182640508211593,0.0178550876162031,"1930"
"Rodentia","Wild",1937,0,"NA",235,0,8,0.75013797724378,0.134746758857818,0.524361539750188,0.737804311277641,1.0574345091671,0.419860024189813,1.34938118850026,0.179629298803023,0.018156689022687,"1930"
"Rodentia","Wild",1938,0,"NA",235,0,9,0.76913569096434,0.135852287803479,0.541457563402632,0.756670351078438,1.07863782827299,0.433778496515005,1.37144413170804,0.176629805896991,0.0184558441014394,"1930"
